DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
CD163,gMD,-0.004270802,0.032845379,0.896583999,0.327390325,WM_integrity,gMD,0.930204469,No,No,DNAm,Model 1 (n=709)
FAP,gMD,-0.098813422,0.032748173,0.002647166,0.3364578,WM_integrity,gMD,0.036067641,Yes,Yes,DNAm,Model 1 (n=709)
PRSS2,gMD,0.114866601,0.032951521,0.00052268,0.339443711,WM_integrity,gMD,0.01899071,Yes,Yes,DNAm,Model 1 (n=709)
NOTCH1,gMD,-0.079061627,0.034371341,0.021744508,0.332682671,WM_integrity,gMD,0.103050058,Yes,No,DNAm,Model 1 (n=709)
ICAM5,gMD,0.044204322,0.03246426,0.173775693,0.329243311,WM_integrity,gMD,0.403011715,No,No,DNAm,Model 1 (n=709)
S100A9,gMD,0.013901654,0.033139459,0.674993935,0.327551167,WM_integrity,gMD,0.817729711,No,No,DNAm,Model 1 (n=709)
OMD,gMD,-0.082667999,0.035824587,0.021328821,0.332716422,WM_integrity,gMD,0.103050058,Yes,No,DNAm,Model 1 (n=709)
SEMA3E,gMD,-0.091347102,0.032174054,0.004661443,0.335428823,WM_integrity,gMD,0.046190665,Yes,Yes,DNAm,Model 1 (n=709)
SPOCK2,gMD,-0.082373337,0.032208811,0.010764109,0.333924498,WM_integrity,gMD,0.073330494,Yes,No,DNAm,Model 1 (n=709)
CRTAM,Fazekas_Score_Total,-0.026659603,0.035285838,0.45019069,0.175684313,WM_integrity,WMH,0.59121428,No,No,DNAm,Model 1 (n=709)
EZR,Fazekas_Score_Total,-0.10444254,0.035494808,0.00336668,0.185350706,WM_integrity,WMH,0.03669681,Yes,Yes,DNAm,Model 1 (n=709)
FcRL2,Fazekas_Score_Total,-0.096820628,0.034881996,0.005660178,0.18422242,WM_integrity,WMH,0.044068528,Yes,Yes,DNAm,Model 1 (n=709)
G.CSF,Fazekas_Score_Total,0.003392063,0.035480391,0.923863308,0.175004426,WM_integrity,WMH,0.941131781,No,No,DNAm,Model 1 (n=709)
GDF.8,Fazekas_Score_Total,-0.116125488,0.035641741,0.001177185,0.187656163,WM_integrity,WMH,0.021385526,Yes,Yes,DNAm,Model 1 (n=709)
GZMA_olink,Fazekas_Score_Total,-0.041005702,0.034976387,0.241453501,0.176655132,WM_integrity,WMH,0.417752882,No,No,DNAm,Model 1 (n=709)
N.CDase,Fazekas_Score_Total,-0.048969862,0.034969665,0.161863191,0.177362197,WM_integrity,WMH,0.332888449,No,No,DNAm,Model 1 (n=709)
NEP,Fazekas_Score_Total,-0.043853666,0.035347822,0.215168678,0.176853796,WM_integrity,WMH,0.397515016,No,No,DNAm,Model 1 (n=709)
NMNAT1,Fazekas_Score_Total,-0.024243247,0.034926576,0.487843449,0.175576628,WM_integrity,WMH,0.625587482,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,Fazekas_Score_Total,-0.071770792,0.035724904,0.044932925,0.179854037,WM_integrity,WMH,0.153052775,Yes,No,DNAm,Model 1 (n=709)
SIGLEC1,Fazekas_Score_Total,-0.036564916,0.035145831,0.298533979,0.176302542,WM_integrity,WMH,0.464860054,No,No,DNAm,Model 1 (n=709)
SKR3,Fazekas_Score_Total,0.099829815,0.035211025,0.004715734,0.184617834,WM_integrity,WMH,0.039611325,Yes,Yes,DNAm,Model 1 (n=709)
SMPD1,Fazekas_Score_Total,0.054359107,0.03439888,0.114512105,0.178007586,WM_integrity,WMH,0.265699768,No,No,DNAm,Model 1 (n=709)
CCL11,Fazekas_Score_Total,0.033933304,0.034989388,0.332482019,0.176131218,WM_integrity,WMH,0.489737028,No,No,DNAm,Model 1 (n=709)
CD6,Fazekas_Score_Total,-0.062530442,0.035469054,0.078356092,0.1787415,WM_integrity,WMH,0.213520352,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,Fazekas_Score_Total,-0.011979791,0.035867144,0.738478912,0.175128481,WM_integrity,WMH,0.838481265,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,Fazekas_Score_Total,-0.029484964,0.034708556,0.395900944,0.175866684,WM_integrity,WMH,0.553790367,No,No,DNAm,Model 1 (n=709)
CXCL9,Fazekas_Score_Total,0.057258242,0.036239052,0.11456779,0.178006662,WM_integrity,WMH,0.265699768,No,No,DNAm,Model 1 (n=709)
EN.RAGE,Fazekas_Score_Total,0.094697546,0.03518217,0.007284895,0.18367789,WM_integrity,WMH,0.049628344,Yes,Yes,DNAm,Model 1 (n=709)
FGF.21,Fazekas_Score_Total,0.039666824,0.035778687,0.267963141,0.176479745,WM_integrity,WMH,0.442954652,No,No,DNAm,Model 1 (n=709)
HGF,Fazekas_Score_Total,0.081509979,0.03524902,0.021052728,0.181420838,WM_integrity,WMH,0.095614473,Yes,No,DNAm,Model 1 (n=709)
MMP.1_olink,Fazekas_Score_Total,0.117731876,0.035713858,0.001029677,0.187951693,WM_integrity,WMH,0.021385526,Yes,Yes,DNAm,Model 1 (n=709)
OSM,Fazekas_Score_Total,0.072710094,0.035128555,0.038844877,0.180151048,WM_integrity,WMH,0.144899428,Yes,No,DNAm,Model 1 (n=709)
TGF.alpha,Fazekas_Score_Total,0.124860017,0.035167002,0.00041099,0.189987464,WM_integrity,WMH,0.01493262,Yes,Yes,DNAm,Model 1 (n=709)
VEGFA,Fazekas_Score_Total,0.136880322,0.035155622,0.000108512,0.192958923,WM_integrity,WMH,0.011827851,Yes,Yes,DNAm,Model 1 (n=709)
CCL21,Fazekas_Score_Total,-0.070253051,0.040849601,0.085923563,0.178561009,WM_integrity,WMH,0.228430936,No,No,DNAm,Model 1 (n=709)
MMP9,Fazekas_Score_Total,0.089361981,0.035396947,0.011810153,0.182642952,WM_integrity,WMH,0.064365336,Yes,No,DNAm,Model 1 (n=709)
MPO,Fazekas_Score_Total,0.037220195,0.034731045,0.284248231,0.176382347,WM_integrity,WMH,0.457918322,No,No,DNAm,Model 1 (n=709)
NTRK3,Fazekas_Score_Total,-0.101270073,0.035726401,0.004724286,0.184613903,WM_integrity,WMH,0.039611325,Yes,Yes,DNAm,Model 1 (n=709)
TNFRSF17,Fazekas_Score_Total,0.035745525,0.036421665,0.326726417,0.176158607,WM_integrity,WMH,0.489737028,No,No,DNAm,Model 1 (n=709)
MIA,Fazekas_Score_Total,-0.018460826,0.034931825,0.597337312,0.175331568,WM_integrity,WMH,0.723441856,No,No,DNAm,Model 1 (n=709)
CCL25,Fazekas_Score_Total,0.044304672,0.035107801,0.207394898,0.176918163,WM_integrity,WMH,0.391076452,No,No,DNAm,Model 1 (n=709)
IGFBP1,Fazekas_Score_Total,0.066063198,0.046295547,0.154041629,0.177452896,WM_integrity,WMH,0.332888449,No,No,DNAm,Model 1 (n=709)
LTF,Fazekas_Score_Total,0.016658891,0.035630915,0.640262883,0.175258087,WM_integrity,WMH,0.758572329,No,No,DNAm,Model 1 (n=709)
BCAM,Fazekas_Score_Total,-0.048897969,0.034645327,0.158587202,0.177399567,WM_integrity,WMH,0.332888449,No,No,DNAm,Model 1 (n=709)
EDA,Fazekas_Score_Total,-0.043986559,0.035779586,0.219355504,0.176820262,WM_integrity,WMH,0.398495832,No,No,DNAm,Model 1 (n=709)
C5,Fazekas_Score_Total,0.006608742,0.036324832,0.855688227,0.175033451,WM_integrity,WMH,0.914411929,No,No,DNAm,Model 1 (n=709)
GHR,Fazekas_Score_Total,-0.008531493,0.036077342,0.813132995,0.175061095,WM_integrity,WMH,0.895267641,No,No,DNAm,Model 1 (n=709)
IGFBP4,Fazekas_Score_Total,0.043060134,0.036075882,0.233050521,0.176715696,WM_integrity,WMH,0.409717852,No,No,DNAm,Model 1 (n=709)
CLEC11A,Fazekas_Score_Total,0.059210228,0.037260551,0.112505049,0.178041233,WM_integrity,WMH,0.265699768,No,No,DNAm,Model 1 (n=709)
VCAM1,Fazekas_Score_Total,-0.079328182,0.042012577,0.059423821,0.179290092,WM_integrity,WMH,0.170452538,No,No,DNAm,Model 1 (n=709)
LGALS4,Fazekas_Score_Total,-0.046108117,0.036593321,0.208095727,0.176912244,WM_integrity,WMH,0.391076452,No,No,DNAm,Model 1 (n=709)
CD209,Fazekas_Score_Total,0.006437715,0.038387428,0.866866148,0.175027424,WM_integrity,WMH,0.917363205,No,No,DNAm,Model 1 (n=709)
IL19,Fazekas_Score_Total,0.012638799,0.035752541,0.723817246,0.175144719,WM_integrity,WMH,0.830485051,No,No,DNAm,Model 1 (n=709)
CXCL11,Fazekas_Score_Total,-0.035888865,0.035757541,0.315892917,0.176211929,WM_integrity,WMH,0.484962365,No,No,DNAm,Model 1 (n=709)
MRC2,Fazekas_Score_Total,-0.050065421,0.035301275,0.156580286,0.177422896,WM_integrity,WMH,0.332888449,No,No,DNAm,Model 1 (n=709)
CCL18,Fazekas_Score_Total,0.037756904,0.04636931,0.415777813,0.175795806,WM_integrity,WMH,0.566497271,No,No,DNAm,Model 1 (n=709)
RETN,Fazekas_Score_Total,0.086103606,0.035234325,0.014788574,0.182165171,WM_integrity,WMH,0.076759744,Yes,No,DNAm,Model 1 (n=709)
C9,Fazekas_Score_Total,0.031324837,0.035613403,0.379397146,0.175929552,WM_integrity,WMH,0.544135381,No,No,DNAm,Model 1 (n=709)
RARRES2,Fazekas_Score_Total,0.080124513,0.037725312,0.034038932,0.180422208,WM_integrity,WMH,0.132508699,Yes,No,DNAm,Model 1 (n=709)
TNFRSF1B,Fazekas_Score_Total,-0.090281172,0.041575117,0.030236445,0.180666721,WM_integrity,WMH,0.126760483,Yes,No,DNAm,Model 1 (n=709)
IDUA,Fazekas_Score_Total,0.071171759,0.034567331,0.039880576,0.180097216,WM_integrity,WMH,0.144899428,Yes,No,DNAm,Model 1 (n=709)
ADAMTS13,Fazekas_Score_Total,-0.073736709,0.036170423,0.041876577,0.179997481,WM_integrity,WMH,0.147243449,Yes,No,DNAm,Model 1 (n=709)
F7,Fazekas_Score_Total,-0.024005581,0.035515173,0.499317955,0.175546469,WM_integrity,WMH,0.632856478,No,No,DNAm,Model 1 (n=709)
GNLY,Fazekas_Score_Total,-0.000639559,0.037654406,0.986453571,0.174993703,WM_integrity,WMH,0.986453571,No,No,DNAm,Model 1 (n=709)
PIGR,Fazekas_Score_Total,0.111742402,0.034955506,0.001454354,0.187190175,WM_integrity,WMH,0.022646374,Yes,Yes,DNAm,Model 1 (n=709)
WFIKKN2,Fazekas_Score_Total,-0.027842253,0.038897486,0.47436922,0.175613579,WM_integrity,WMH,0.615550535,No,No,DNAm,Model 1 (n=709)
FCER2,Fazekas_Score_Total,-0.037191027,0.034806777,0.285673816,0.176374156,WM_integrity,WMH,0.457918322,No,No,DNAm,Model 1 (n=709)
CD48,Fazekas_Score_Total,-0.023184504,0.035716601,0.516477062,0.175503502,WM_integrity,WMH,0.634188437,No,No,DNAm,Model 1 (n=709)
CD5L,Fazekas_Score_Total,-0.032934768,0.036313567,0.364751453,0.175988661,WM_integrity,WMH,0.530105445,No,No,DNAm,Model 1 (n=709)
CNTN4,Fazekas_Score_Total,-0.067885928,0.036572861,0.063859192,0.179146338,WM_integrity,WMH,0.178478253,No,No,DNAm,Model 1 (n=709)
FCGR3B,Fazekas_Score_Total,-0.061087103,0.036038828,0.090525778,0.178459442,WM_integrity,WMH,0.234935947,No,No,DNAm,Model 1 (n=709)
SERPIND1,Fazekas_Score_Total,0.094332989,0.036811485,0.01060313,0.182872932,WM_integrity,WMH,0.060828481,Yes,No,DNAm,Model 1 (n=709)
LY9,Fazekas_Score_Total,-0.050343832,0.039154591,0.198960082,0.176991303,WM_integrity,WMH,0.387261588,No,No,DNAm,Model 1 (n=709)
THBS2,Fazekas_Score_Total,0.096737565,0.037348985,0.009800032,0.183041311,WM_integrity,WMH,0.059344641,Yes,No,DNAm,Model 1 (n=709)
ACY1,Fazekas_Score_Total,-0.0503213,0.044132798,0.254593616,0.17656539,WM_integrity,WMH,0.433604753,No,No,DNAm,Model 1 (n=709)
BMP1,Fazekas_Score_Total,0.003751529,0.045158132,0.933816006,0.175001714,WM_integrity,WMH,0.94246245,No,No,DNAm,Model 1 (n=709)
TPSB2,Fazekas_Score_Total,0.012387751,0.03464688,0.720796099,0.175148194,WM_integrity,WMH,0.830485051,No,No,DNAm,Model 1 (n=709)
GZMA,Fazekas_Score_Total,-0.005232064,0.035473324,0.88278663,0.175019707,WM_integrity,WMH,0.925228295,No,No,DNAm,Model 1 (n=709)
INSR,Fazekas_Score_Total,-0.103220904,0.035581798,0.00384038,0.185063967,WM_integrity,WMH,0.038054673,Yes,Yes,DNAm,Model 1 (n=709)
SELE,Fazekas_Score_Total,0.005979663,0.044446432,0.893018173,0.17501528,WM_integrity,WMH,0.926654251,No,No,DNAm,Model 1 (n=709)
MPL,Fazekas_Score_Total,-0.009221973,0.035772408,0.796642457,0.175073858,WM_integrity,WMH,0.886061508,No,No,DNAm,Model 1 (n=709)
B2M,Fazekas_Score_Total,-0.043526343,0.044861218,0.332269185,0.176132219,WM_integrity,WMH,0.489737028,No,No,DNAm,Model 1 (n=709)
LTA.LTB,Fazekas_Score_Total,-0.065649037,0.050258021,0.19191197,0.177055262,WM_integrity,WMH,0.380334632,No,No,DNAm,Model 1 (n=709)
CCL22,Fazekas_Score_Total,0.023245753,0.035323203,0.510704397,0.175517679,WM_integrity,WMH,0.634188437,No,No,DNAm,Model 1 (n=709)
CCL17,Fazekas_Score_Total,0.067663106,0.034634962,0.051156764,0.179591233,WM_integrity,WMH,0.154891313,No,No,DNAm,Model 1 (n=709)
ADIPOQ,Fazekas_Score_Total,0.079923206,0.072126535,0.268211074,0.176478207,WM_integrity,WMH,0.442954652,No,No,DNAm,Model 1 (n=709)
CHIT1,Fazekas_Score_Total,0.044140817,0.052003735,0.396290354,0.175865246,WM_integrity,WMH,0.553790367,No,No,DNAm,Model 1 (n=709)
HGFAC,Fazekas_Score_Total,0.067705238,0.034873507,0.052615628,0.17953451,WM_integrity,WMH,0.155002795,No,No,DNAm,Model 1 (n=709)
ESM1,Fazekas_Score_Total,-0.018269658,0.035341585,0.605362352,0.175316968,WM_integrity,WMH,0.725104356,No,No,DNAm,Model 1 (n=709)
CXCL10,Fazekas_Score_Total,-0.010372353,0.03798518,0.784887464,0.175083674,WM_integrity,WMH,0.881986944,No,No,DNAm,Model 1 (n=709)
PAPPA,Fazekas_Score_Total,-0.013883889,0.034798778,0.690035717,0.175186152,WM_integrity,WMH,0.80875154,No,No,DNAm,Model 1 (n=709)
SERPINA3,Fazekas_Score_Total,0.037394425,0.03593484,0.298422384,0.176303146,WM_integrity,WMH,0.464860054,No,No,DNAm,Model 1 (n=709)
MMP2,Fazekas_Score_Total,-0.087306404,0.038740954,0.024538932,0.181100454,WM_integrity,WMH,0.106989743,Yes,No,DNAm,Model 1 (n=709)
CRP,Fazekas_Score_Total,0.099637457,0.036440375,0.006414586,0.183952118,WM_integrity,WMH,0.046612656,Yes,Yes,DNAm,Model 1 (n=709)
MST1,Fazekas_Score_Total,0.049622324,0.034758923,0.153861379,0.177455048,WM_integrity,WMH,0.332888449,No,No,DNAm,Model 1 (n=709)
ENPP7,Fazekas_Score_Total,-0.028855154,0.03495981,0.409444502,0.175817842,WM_integrity,WMH,0.564929755,No,No,DNAm,Model 1 (n=709)
C4A.C4B,Fazekas_Score_Total,0.069589434,0.034969399,0.046989319,0.179763178,WM_integrity,WMH,0.154891313,Yes,No,DNAm,Model 1 (n=709)
MMP12,Fazekas_Score_Total,0.185081108,0.050835009,0.00029238,0.19074538,WM_integrity,WMH,0.01493262,Yes,Yes,DNAm,Model 1 (n=709)
NCAM1,Fazekas_Score_Total,-0.071176711,0.036074566,0.048894521,0.179682657,WM_integrity,WMH,0.154891313,Yes,No,DNAm,Model 1 (n=709)
CLEC11A.1,Fazekas_Score_Total,0.079988386,0.037171426,0.031757819,0.180565245,WM_integrity,WMH,0.128207492,Yes,No,DNAm,Model 1 (n=709)
SLITRK5,Fazekas_Score_Total,-0.049488103,0.041169732,0.229761731,0.176740122,WM_integrity,WMH,0.409717852,No,No,DNAm,Model 1 (n=709)
AFM,Fazekas_Score_Total,-0.026960929,0.034750616,0.438112616,0.175721924,WM_integrity,WMH,0.582369209,No,No,DNAm,Model 1 (n=709)
SELL,Fazekas_Score_Total,-0.067937692,0.04121378,0.099727382,0.178272173,WM_integrity,WMH,0.252797317,No,No,DNAm,Model 1 (n=709)
LYZ,Fazekas_Score_Total,0.028506992,0.036098091,0.429972535,0.17574818,WM_integrity,WMH,0.578605016,No,No,DNAm,Model 1 (n=709)
MMP1,Fazekas_Score_Total,0.120335561,0.036114245,0.00090859,0.188228165,WM_integrity,WMH,0.021385526,Yes,Yes,DNAm,Model 1 (n=709)
SHBG,Fazekas_Score_Total,-0.010320037,0.053834157,0.848033921,0.175037871,WM_integrity,WMH,0.914411929,No,No,DNAm,Model 1 (n=709)
STC1,Fazekas_Score_Total,0.013053356,0.071588469,0.855371116,0.17503363,WM_integrity,WMH,0.914411929,No,No,DNAm,Model 1 (n=709)
GP1BA,Fazekas_Score_Total,-0.04797021,0.035152416,0.172818591,0.177243222,WM_integrity,WMH,0.348837527,No,No,DNAm,Model 1 (n=709)
LGALS3BP,Fazekas_Score_Total,0.049695514,0.035379897,0.160588536,0.177376634,WM_integrity,WMH,0.332888449,No,No,DNAm,Model 1 (n=709)
CD163,Fazekas_Score_Total,-0.093942224,0.03562438,0.008554546,0.183332568,WM_integrity,WMH,0.054849736,Yes,No,DNAm,Model 1 (n=709)
FAP,Fazekas_Score_Total,-0.056566754,0.035696491,0.113508143,0.178024335,WM_integrity,WMH,0.265699768,No,No,DNAm,Model 1 (n=709)
PRSS2,Fazekas_Score_Total,0.023714343,0.036650462,0.517823586,0.175500235,WM_integrity,WMH,0.634188437,No,No,DNAm,Model 1 (n=709)
NOTCH1,Fazekas_Score_Total,-0.114481577,0.037441522,0.00231849,0.186165921,WM_integrity,WMH,0.028079484,Yes,Yes,DNAm,Model 1 (n=709)
ICAM5,Fazekas_Score_Total,0.069651093,0.035495449,0.050139719,0.179631797,WM_integrity,WMH,0.154891313,No,No,DNAm,Model 1 (n=709)
S100A9,Fazekas_Score_Total,0.086438719,0.035997908,0.016607823,0.181919806,WM_integrity,WMH,0.082284216,Yes,No,DNAm,Model 1 (n=709)
OMD,Fazekas_Score_Total,-0.004894964,0.039394485,0.901150005,0.175012057,WM_integrity,WMH,0.926654251,No,No,DNAm,Model 1 (n=709)
SEMA3E,Fazekas_Score_Total,-0.108677481,0.0349364,0.001944236,0.186551961,WM_integrity,WMH,0.026490209,Yes,Yes,DNAm,Model 1 (n=709)
SPOCK2,Fazekas_Score_Total,-0.081669459,0.035148885,0.020444258,0.181482345,WM_integrity,WMH,0.095614473,Yes,No,DNAm,Model 1 (n=709)
CRTAM,g,-0.000636941,0.03673487,0.986171231,0.096640583,cognitive,g,0.993517948,No,No,DNAm,Model 1 (n=709)
EZR,g,0.053451535,0.035977475,0.137811456,0.099487887,cognitive,g,0.465400128,No,No,DNAm,Model 1 (n=709)
FcRL2,g,0.03564665,0.036067416,0.323331625,0.097902618,cognitive,g,0.677752828,No,No,DNAm,Model 1 (n=709)
G.CSF,g,-0.088200884,0.036546546,0.016061673,0.104115855,cognitive,g,0.109420149,Yes,No,DNAm,Model 1 (n=709)
GDF.8,g,0.030566547,0.036799969,0.406476089,0.097532213,cognitive,g,0.738431562,No,No,DNAm,Model 1 (n=709)
GZMA_olink,g,0.032986772,0.036108072,0.36126526,0.097719035,cognitive,g,0.708506081,No,No,DNAm,Model 1 (n=709)
N.CDase,g,-0.021208048,0.036008569,0.556070443,0.097088918,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
NEP,g,-0.006303279,0.03626589,0.862067252,0.096679289,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
NMNAT1,g,0.066148294,0.036018761,0.066709491,0.100984212,cognitive,g,0.330515208,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,g,0.045491408,0.037026954,0.219634951,0.098589545,cognitive,g,0.570004991,No,No,DNAm,Model 1 (n=709)
SIGLEC1,g,-0.079908288,0.036466694,0.028762224,0.102812094,cognitive,g,0.172983222,Yes,No,DNAm,Model 1 (n=709)
SKR3,g,-0.112194388,0.036297034,0.002074143,0.10883854,cognitive,g,0.073410555,Yes,No,DNAm,Model 1 (n=709)
SMPD1,g,0.025500746,0.035841385,0.477019063,0.09729487,cognitive,g,0.787804211,No,No,DNAm,Model 1 (n=709)
CCL11,g,-0.023808183,0.0359487,0.508009003,0.097207502,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CD6,g,0.032505479,0.036274001,0.37050318,0.097678268,cognitive,g,0.708506081,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,g,-0.060053389,0.036663475,0.101880243,0.100099166,cognitive,g,0.411294315,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,g,-0.023319788,0.036239244,0.520114025,0.097175792,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CXCL9,g,-0.094811736,0.037366212,0.01138554,0.104896464,cognitive,g,0.103729962,Yes,No,DNAm,Model 1 (n=709)
EN.RAGE,g,0.062621791,0.03598525,0.082263369,0.100542552,cognitive,g,0.373612799,No,No,DNAm,Model 1 (n=709)
FGF.21,g,-0.028053931,0.036544816,0.44294983,0.097402229,cognitive,g,0.766373515,No,No,DNAm,Model 1 (n=709)
HGF,g,0.003950083,0.036333589,0.913458116,0.096655491,cognitive,g,0.976146418,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,g,-0.035317651,0.037116185,0.341658102,0.0978105,cognitive,g,0.689643206,No,No,DNAm,Model 1 (n=709)
OSM,g,0.053524162,0.035908891,0.13653022,0.099506489,cognitive,g,0.465400128,No,No,DNAm,Model 1 (n=709)
TGF.alpha,g,0.011546852,0.036253129,0.750196148,0.096771468,cognitive,g,0.898586595,No,No,DNAm,Model 1 (n=709)
VEGFA,g,-0.025189727,0.036544611,0.490871712,0.097254677,cognitive,g,0.798582337,No,No,DNAm,Model 1 (n=709)
CCL21,g,-0.021918724,0.042243895,0.604021897,0.096988484,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
MMP9,g,-0.04985678,0.037013625,0.178422361,0.098982282,cognitive,g,0.555658211,No,No,DNAm,Model 1 (n=709)
MPO,g,-0.002334773,0.036023482,0.948341832,0.096645631,cognitive,g,0.984469139,No,No,DNAm,Model 1 (n=709)
NTRK3,g,0.091223185,0.036865227,0.013578678,0.104495964,cognitive,g,0.105719705,Yes,No,DNAm,Model 1 (n=709)
TNFRSF17,g,-0.011292949,0.037797056,0.765197968,0.096755712,cognitive,g,0.906593244,No,No,DNAm,Model 1 (n=709)
MIA,g,0.028134471,0.03664601,0.442903529,0.097402383,cognitive,g,0.766373515,No,No,DNAm,Model 1 (n=709)
CCL25,g,-0.003503595,0.036531053,0.923621721,0.096652098,cognitive,g,0.977424928,No,No,DNAm,Model 1 (n=709)
IGFBP1,g,0.007620958,0.047922375,0.873693503,0.096672923,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
LTF,g,0.000300085,0.036924179,0.993517948,0.09664028,cognitive,g,0.993517948,No,No,DNAm,Model 1 (n=709)
BCAM,g,0.059658453,0.035896221,0.096967729,0.100200904,cognitive,g,0.406518555,No,No,DNAm,Model 1 (n=709)
EDA,g,0.037012677,0.036782035,0.314634177,0.097948789,cognitive,g,0.672453438,No,No,DNAm,Model 1 (n=709)
C5,g,-0.044444543,0.037886062,0.241151599,0.098417769,cognitive,g,0.571424442,No,No,DNAm,Model 1 (n=709)
GHR,g,-0.027310115,0.037132757,0.462298939,0.097339716,cognitive,g,0.775239759,No,No,DNAm,Model 1 (n=709)
IGFBP4,g,-0.047513538,0.036865,0.19787645,0.098784957,cognitive,g,0.561617141,No,No,DNAm,Model 1 (n=709)
CLEC11A,g,-0.029406765,0.038294142,0.442795535,0.097402744,cognitive,g,0.766373515,No,No,DNAm,Model 1 (n=709)
VCAM1,g,0.009332558,0.044060662,0.832315881,0.096698254,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
LGALS4,g,0.005533059,0.037995973,0.884261648,0.096667638,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
CD209,g,0.074557846,0.039466848,0.059289226,0.101235478,cognitive,g,0.307739314,No,No,DNAm,Model 1 (n=709)
IL19,g,0.048553398,0.037211133,0.192388119,0.09883826,cognitive,g,0.561617141,No,No,DNAm,Model 1 (n=709)
CXCL11,g,-0.090085681,0.037179532,0.015646689,0.104174989,cognitive,g,0.109420149,Yes,No,DNAm,Model 1 (n=709)
MRC2,g,0.01835207,0.036247418,0.612805903,0.09697183,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CCL18,g,-0.147170241,0.047968886,0.002238083,0.108660307,cognitive,g,0.073410555,Yes,No,DNAm,Model 1 (n=709)
RETN,g,-0.002771361,0.036257988,0.939095319,0.096647755,cognitive,g,0.984244133,No,No,DNAm,Model 1 (n=709)
C9,g,-0.045576576,0.036894045,0.217120775,0.098610927,cognitive,g,0.570004991,No,No,DNAm,Model 1 (n=709)
RARRES2,g,-0.098090138,0.038901889,0.011907929,0.104794307,cognitive,g,0.103729962,Yes,No,DNAm,Model 1 (n=709)
TNFRSF1B,g,-0.023539754,0.043542957,0.588948949,0.097018281,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
IDUA,g,-0.020507384,0.036399603,0.573346319,0.097050809,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
ADAMTS13,g,0.081667058,0.037591114,0.030153039,0.102707585,cognitive,g,0.172983222,Yes,No,DNAm,Model 1 (n=709)
F7,g,0.040649874,0.036476357,0.26548389,0.098244654,cognitive,g,0.615696682,No,No,DNAm,Model 1 (n=709)
GNLY,g,0.023223445,0.039062313,0.552354999,0.097097412,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
PIGR,g,-0.082095887,0.036046369,0.023057536,0.103303805,cognitive,g,0.147839496,Yes,No,DNAm,Model 1 (n=709)
WFIKKN2,g,0.056323077,0.040163546,0.161257358,0.099178197,cognitive,g,0.516972118,No,No,DNAm,Model 1 (n=709)
FCER2,g,-0.019744518,0.036222069,0.58586137,0.09702458,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CD48,g,0.015034273,0.037128504,0.685656433,0.096852349,cognitive,g,0.869029665,No,No,DNAm,Model 1 (n=709)
CD5L,g,-0.03247306,0.038064642,0.39389483,0.097581121,cognitive,g,0.727704008,No,No,DNAm,Model 1 (n=709)
CNTN4,g,0.03364645,0.037541426,0.370429003,0.09767859,cognitive,g,0.708506081,No,No,DNAm,Model 1 (n=709)
FCGR3B,g,-0.063635326,0.037777692,0.092538241,0.100297566,cognitive,g,0.40346673,No,No,DNAm,Model 1 (n=709)
SERPIND1,g,-0.058916156,0.038130635,0.122772074,0.099719431,cognitive,g,0.446071868,No,No,DNAm,Model 1 (n=709)
LY9,g,0.022878384,0.040453581,0.571883798,0.097053949,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
THBS2,g,-0.04868401,0.038468787,0.206098033,0.098708266,cognitive,g,0.561617141,No,No,DNAm,Model 1 (n=709)
ACY1,g,-0.009402322,0.045650997,0.836881481,0.096695091,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
BMP1,g,0.015199201,0.046445437,0.743578033,0.096778772,cognitive,g,0.898586595,No,No,DNAm,Model 1 (n=709)
TPSB2,g,0.104376943,0.035962463,0.00382006,0.107412426,cognitive,g,0.078589539,Yes,No,DNAm,Model 1 (n=709)
GZMA,g,0.000337737,0.036540796,0.992628102,0.096640305,cognitive,g,0.993517948,No,No,DNAm,Model 1 (n=709)
