DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
NCAM1,gMD,-0.068659938,0.036692161,0.061802789,0.338147288,WM_integrity,gMD,0.280283057,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,gMD,0.024477761,0.037281188,0.511710833,0.334728566,WM_integrity,gMD,0.845098195,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,gMD,-0.110519752,0.043813852,0.011913023,0.341301731,WM_integrity,gMD,0.172429869,Yes,No,DNAm,Model 3 Lifestyle (n=709)
AFM,gMD,0.098971976,0.033867235,0.003606143,0.343681865,WM_integrity,gMD,0.098267388,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SELL,gMD,-0.093344107,0.040974162,0.023073665,0.340012135,WM_integrity,gMD,0.183772616,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,gMD,-0.001631662,0.035291034,0.963138919,0.334248152,WM_integrity,gMD,0.972104117,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,gMD,0.039832473,0.036478863,0.275305254,0.335579427,WM_integrity,gMD,0.636062442,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,gMD,-0.122923635,0.054166525,0.023603822,0.339968275,WM_integrity,gMD,0.183772616,Yes,No,DNAm,Model 3 Lifestyle (n=709)
STC1,gMD,0.038038126,0.071485585,0.59484944,0.334562948,WM_integrity,gMD,0.900094708,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,gMD,-0.038665154,0.034309847,0.260222692,0.335666128,WM_integrity,gMD,0.636062442,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,gMD,-0.005313224,0.03513743,0.879859296,0.334271383,WM_integrity,gMD,0.948698775,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,gMD,-0.020097271,0.034684725,0.562520665,0.334621836,WM_integrity,gMD,0.875925035,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,gMD,-0.080836057,0.03489598,0.0208711,0.340206236,WM_integrity,gMD,0.183772616,Yes,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,gMD,0.115286521,0.034506131,0.000887016,0.346525983,WM_integrity,gMD,0.048342374,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,gMD,-0.063409082,0.037541116,0.091733317,0.337428013,WM_integrity,gMD,0.344790745,No,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,gMD,0.022857554,0.03649302,0.531323311,0.334685177,WM_integrity,gMD,0.864391655,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,gMD,-0.004975314,0.035240157,0.887773166,0.334268096,WM_integrity,gMD,0.948698775,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,gMD,-0.072829686,0.038744435,0.060631964,0.338182616,WM_integrity,gMD,0.280283057,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,gMD,-0.083177475,0.040131839,0.038639738,0.339025795,WM_integrity,gMD,0.250362941,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,gMD,-0.068995062,0.033897279,0.042252384,0.338856971,WM_integrity,gMD,0.250362941,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,Fazekas_Score_Total,-0.010241771,0.037976761,0.787493786,0.184659135,WM_integrity,WMH,0.913157688,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,Fazekas_Score_Total,-0.086618093,0.037836268,0.022403983,0.19151926,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,Fazekas_Score_Total,-0.092514862,0.03649086,0.011484511,0.193078414,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,Fazekas_Score_Total,0.007184319,0.038325246,0.851365113,0.184608812,WM_integrity,WMH,0.918799974,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,Fazekas_Score_Total,-0.080031344,0.039339555,0.042346716,0.190065956,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,Fazekas_Score_Total,-0.017318767,0.038082748,0.649439118,0.184838587,WM_integrity,WMH,0.813665102,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,Fazekas_Score_Total,-0.037900222,0.037391614,0.311175138,0.185935099,WM_integrity,WMH,0.605680179,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,Fazekas_Score_Total,-0.041439265,0.037726889,0.272463344,0.186174027,WM_integrity,WMH,0.571125086,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,Fazekas_Score_Total,-0.030090786,0.037409352,0.421499903,0.185427167,WM_integrity,WMH,0.662758213,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,Fazekas_Score_Total,-0.078015042,0.03942133,0.048265354,0.189772317,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,Fazekas_Score_Total,-0.033415301,0.03735185,0.371349567,0.185631975,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,Fazekas_Score_Total,0.074314379,0.042822699,0.083176377,0.188574392,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,Fazekas_Score_Total,0.042759477,0.037411218,0.253504856,0.1863072,WM_integrity,WMH,0.545191336,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,Fazekas_Score_Total,0.008203273,0.039932983,0.837307942,0.184618263,WM_integrity,WMH,0.918799974,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,Fazekas_Score_Total,-0.061729933,0.037305998,0.098502251,0.188211486,WM_integrity,WMH,0.3702326,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,Fazekas_Score_Total,0.024647423,0.039035097,0.528004833,0.185095247,WM_integrity,WMH,0.719406585,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,Fazekas_Score_Total,0.004444939,0.037748642,0.9063038,0.184580328,WM_integrity,WMH,0.949876098,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,Fazekas_Score_Total,0.053466709,0.038971383,0.170584804,0.187074279,WM_integrity,WMH,0.467662818,No,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,Fazekas_Score_Total,0.076794075,0.038182471,0.044740338,0.189942305,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,Fazekas_Score_Total,0.012282258,0.039375892,0.755205581,0.184692019,WM_integrity,WMH,0.913157688,No,No,DNAm,Model 3 Lifestyle (n=709)
HGF,Fazekas_Score_Total,0.043751803,0.041367601,0.290641441,0.186056786,WM_integrity,WMH,0.586665131,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,Fazekas_Score_Total,0.090876591,0.038386912,0.018225907,0.191997654,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
OSM,Fazekas_Score_Total,0.043771609,0.038424884,0.255089524,0.186295604,WM_integrity,WMH,0.545191336,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,Fazekas_Score_Total,0.099224147,0.040303142,0.014094509,0.192597573,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,Fazekas_Score_Total,0.126338064,0.040062059,0.001692307,0.197663864,WM_integrity,WMH,0.184461468,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,Fazekas_Score_Total,-0.070327418,0.043964524,0.110197059,0.187973671,WM_integrity,WMH,0.387467079,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,Fazekas_Score_Total,0.054279074,0.041262353,0.188849569,0.186872222,WM_integrity,WMH,0.476586029,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,Fazekas_Score_Total,0.030186755,0.036605597,0.40989398,0.185471313,WM_integrity,WMH,0.657035939,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,Fazekas_Score_Total,-0.072793468,0.041192359,0.077702301,0.188721865,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,Fazekas_Score_Total,0.034240165,0.038487219,0.374004995,0.185620159,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,Fazekas_Score_Total,-0.003017777,0.036940442,0.934917655,0.184570699,WM_integrity,WMH,0.957344407,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,Fazekas_Score_Total,0.02682792,0.038042897,0.480954283,0.185227106,WM_integrity,WMH,0.689789695,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,Fazekas_Score_Total,0.089491209,0.050394887,0.076265268,0.188762433,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,Fazekas_Score_Total,0.00727588,0.038081843,0.84854303,0.184610637,WM_integrity,WMH,0.918799974,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,Fazekas_Score_Total,-0.052320406,0.037131895,0.159333078,0.187211533,WM_integrity,WMH,0.457034356,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,Fazekas_Score_Total,-0.032119498,0.038074218,0.399222898,0.185513555,WM_integrity,WMH,0.657035939,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,Fazekas_Score_Total,0.00575914,0.039366488,0.88373653,0.184590419,WM_integrity,WMH,0.940319168,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,Fazekas_Score_Total,-0.010555331,0.038523402,0.784179144,0.184662274,WM_integrity,WMH,0.913157688,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,Fazekas_Score_Total,0.025480347,0.039578272,0.519949872,0.185116357,WM_integrity,WMH,0.719406585,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,Fazekas_Score_Total,0.046350436,0.039597951,0.242247137,0.186392222,WM_integrity,WMH,0.541289572,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,Fazekas_Score_Total,-0.080980971,0.044717294,0.070640545,0.188929497,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,Fazekas_Score_Total,-0.036498193,0.038833483,0.347659943,0.185742829,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,Fazekas_Score_Total,0.034238887,0.041050302,0.404567714,0.185492194,WM_integrity,WMH,0.657035939,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,Fazekas_Score_Total,0.01542214,0.03732235,0.679594838,0.184790324,WM_integrity,WMH,0.841770879,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,Fazekas_Score_Total,-0.045151757,0.038662926,0.243332009,0.18638382,WM_integrity,WMH,0.541289572,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,Fazekas_Score_Total,-0.049366075,0.037440089,0.18782019,0.186882998,WM_integrity,WMH,0.476586029,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,Fazekas_Score_Total,0.042699127,0.050811566,0.401046077,0.185506222,WM_integrity,WMH,0.657035939,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,Fazekas_Score_Total,0.083050517,0.037617966,0.027634708,0.191036257,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
C9,Fazekas_Score_Total,0.029193239,0.037598388,0.437785241,0.185368199,WM_integrity,WMH,0.662758213,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,Fazekas_Score_Total,0.051706411,0.041498129,0.213245787,0.186635242,WM_integrity,WMH,0.49454874,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,Fazekas_Score_Total,-0.092747133,0.044044936,0.03563581,0.190456061,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,Fazekas_Score_Total,0.074297952,0.03671727,0.043456303,0.190007748,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,Fazekas_Score_Total,-0.067304984,0.038865509,0.083826127,0.188557585,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,Fazekas_Score_Total,-0.028991339,0.037936786,0.445043321,0.185342982,WM_integrity,WMH,0.664516739,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,Fazekas_Score_Total,0.009927592,0.040753927,0.807623887,0.18464121,WM_integrity,WMH,0.916640999,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,Fazekas_Score_Total,0.076172641,0.050717037,0.133637561,0.187571014,WM_integrity,WMH,0.416185546,No,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,Fazekas_Score_Total,0.028364747,0.044166826,0.520973088,0.185113643,WM_integrity,WMH,0.719406585,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,Fazekas_Score_Total,-0.022196324,0.037489689,0.55402695,0.185030859,WM_integrity,WMH,0.733239767,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,Fazekas_Score_Total,-0.010385313,0.038007843,0.784760345,0.18466172,WM_integrity,WMH,0.913157688,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,Fazekas_Score_Total,-0.035709187,0.038709277,0.356634777,0.185699644,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,Fazekas_Score_Total,-0.05689695,0.039773771,0.153082323,0.187292635,WM_integrity,WMH,0.450972249,No,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,Fazekas_Score_Total,-0.056338424,0.038559627,0.14451119,0.187410142,WM_integrity,WMH,0.437547771,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,Fazekas_Score_Total,0.056673241,0.044811646,0.206463018,0.186697801,WM_integrity,WMH,0.491143498,No,No,DNAm,Model 3 Lifestyle (n=709)
LY9,Fazekas_Score_Total,-0.02362251,0.042913497,0.58220022,0.184967292,WM_integrity,WMH,0.755474095,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,Fazekas_Score_Total,0.080160242,0.040453674,0.047980912,0.189785542,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,Fazekas_Score_Total,-0.072352937,0.04793754,0.131736448,0.18760064,WM_integrity,WMH,0.416185546,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,Fazekas_Score_Total,-0.013099687,0.048311345,0.786366502,0.184660197,WM_integrity,WMH,0.913157688,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,Fazekas_Score_Total,0.007737178,0.036950071,0.834209533,0.184620468,WM_integrity,WMH,0.918799974,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,Fazekas_Score_Total,0.00233273,0.037788864,0.950797603,0.184566865,WM_integrity,WMH,0.957344407,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,Fazekas_Score_Total,-0.080142854,0.038716738,0.038875268,0.190258956,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SELE,Fazekas_Score_Total,-0.031503211,0.04921335,0.522325281,0.185110072,WM_integrity,WMH,0.719406585,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,Fazekas_Score_Total,-0.013056203,0.037721064,0.729368318,0.184722144,WM_integrity,WMH,0.893271311,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,Fazekas_Score_Total,-0.060149746,0.047645403,0.207271568,0.186690217,WM_integrity,WMH,0.491143498,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,Fazekas_Score_Total,-0.047939554,0.053807943,0.373314148,0.185623222,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,Fazekas_Score_Total,-0.035149927,0.039580163,0.374854094,0.185616406,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,Fazekas_Score_Total,0.038516772,0.038990717,0.32362104,0.185866298,WM_integrity,WMH,0.61885427,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,Fazekas_Score_Total,0.107596982,0.07861652,0.171619383,0.18706218,WM_integrity,WMH,0.467662818,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,Fazekas_Score_Total,0.043470533,0.055232798,0.431563438,0.185390331,WM_integrity,WMH,0.662758213,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,Fazekas_Score_Total,0.073455855,0.037031862,0.047750722,0.189796304,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,Fazekas_Score_Total,0.002247256,0.037688748,0.952472499,0.184566523,WM_integrity,WMH,0.957344407,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,Fazekas_Score_Total,-0.010290858,0.040262305,0.79834961,0.184649227,WM_integrity,WMH,0.916001132,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,Fazekas_Score_Total,-0.002552236,0.036637253,0.944485301,0.18456826,WM_integrity,WMH,0.957344407,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,Fazekas_Score_Total,0.033967152,0.038241646,0.374770891,0.185616773,WM_integrity,WMH,0.638423379,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,Fazekas_Score_Total,-0.076805522,0.042767286,0.073006909,0.188857536,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,Fazekas_Score_Total,0.07265408,0.041220842,0.078476811,0.188700333,WM_integrity,WMH,0.326323137,No,No,DNAm,Model 3 Lifestyle (n=709)
MST1,Fazekas_Score_Total,0.037834013,0.036880293,0.305364934,0.185968458,WM_integrity,WMH,0.605177778,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,Fazekas_Score_Total,-0.02714012,0.036905816,0.462385912,0.185285235,WM_integrity,WMH,0.681081951,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,Fazekas_Score_Total,0.06976146,0.036409763,0.05583172,0.189447826,WM_integrity,WMH,0.304282875,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,Fazekas_Score_Total,0.129152728,0.061056437,0.034809748,0.190509322,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,Fazekas_Score_Total,-0.03191807,0.040660271,0.432762339,0.185386028,WM_integrity,WMH,0.662758213,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,Fazekas_Score_Total,0.064374137,0.039653023,0.105013741,0.188075494,WM_integrity,WMH,0.381549925,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,Fazekas_Score_Total,0.022934923,0.048832792,0.638764404,0.184857011,WM_integrity,WMH,0.809596745,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,Fazekas_Score_Total,-0.02635457,0.037211634,0.479070502,0.185232837,WM_integrity,WMH,0.689789695,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,Fazekas_Score_Total,-0.069872945,0.044458743,0.116554447,0.187855733,WM_integrity,WMH,0.397013585,No,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,Fazekas_Score_Total,0.02342527,0.039032298,0.548628893,0.185043753,WM_integrity,WMH,0.733239767,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,Fazekas_Score_Total,0.096672951,0.039480392,0.014620906,0.192511741,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,Fazekas_Score_Total,-0.003173974,0.059317332,0.957344407,0.184565596,WM_integrity,WMH,0.957344407,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,Fazekas_Score_Total,-0.011058922,0.078886846,0.88855848,0.184588076,WM_integrity,WMH,0.940319168,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,Fazekas_Score_Total,-0.048897172,0.037468898,0.192383351,0.186835743,WM_integrity,WMH,0.476586029,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,Fazekas_Score_Total,0.02276871,0.038878745,0.558338539,0.18502073,WM_integrity,WMH,0.733239767,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,Fazekas_Score_Total,-0.089814819,0.03795923,0.018289349,0.191989574,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
FAP,Fazekas_Score_Total,-0.051724395,0.038240107,0.176678538,0.187004201,WM_integrity,WMH,0.469706358,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,Fazekas_Score_Total,0.018373222,0.038840301,0.636350351,0.184861278,WM_integrity,WMH,0.809596745,No,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,Fazekas_Score_Total,-0.100525777,0.041459948,0.015613161,0.192358248,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,Fazekas_Score_Total,0.04299227,0.040296277,0.286437827,0.186083059,WM_integrity,WMH,0.586665131,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,Fazekas_Score_Total,0.072875633,0.03867732,0.060014598,0.189287846,WM_integrity,WMH,0.311504341,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,Fazekas_Score_Total,0.010043001,0.043076021,0.815726394,0.184634539,WM_integrity,WMH,0.916640999,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,Fazekas_Score_Total,-0.068264037,0.044144161,0.122530163,0.187751164,WM_integrity,WMH,0.404720841,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,Fazekas_Score_Total,-0.074366437,0.037513705,0.04788566,0.189789989,WM_integrity,WMH,0.276890716,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,g,0.018244542,0.038696645,0.637465599,0.141808984,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,g,0.058202114,0.037391889,0.120085841,0.144823693,cognitive,g,0.6233027,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,g,0.044236901,0.036972852,0.231967672,0.143468266,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,g,-0.059399199,0.038806635,0.126363824,0.144714529,cognitive,g,0.626075308,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,g,0.02541466,0.039342415,0.518525723,0.142077001,cognitive,g,0.892824594,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,g,0.047113924,0.038362426,0.219862406,0.14357337,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,g,-0.034955958,0.037686323,0.353999552,0.142685303,cognitive,g,0.771719022,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,g,0.028899804,0.037842513,0.445342928,0.142304905,cognitive,g,0.836937572,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,g,0.078159019,0.037671843,0.038420586,0.147384833,cognitive,g,0.418784388,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,g,0.007772536,0.04024017,0.846901484,0.141554593,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,g,-0.084830693,0.038008179,0.025975393,0.148302388,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,g,-0.051018189,0.04371589,0.243640025,0.143372996,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,g,0.046687027,0.038105636,0.22096212,0.143563539,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,g,0.01785002,0.040457487,0.659217887,0.141770998,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,g,0.045039709,0.037557237,0.230894286,0.143477317,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,g,-0.065484661,0.038885705,0.092676135,0.14538731,cognitive,g,0.541613602,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,g,-0.034056661,0.038585988,0.377782952,0.142573694,cognitive,g,0.776949846,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,g,-0.097465053,0.039346217,0.013508764,0.149863073,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,g,0.090688037,0.038098494,0.017595133,0.14922852,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,g,0.025098895,0.039389257,0.524227285,0.142061513,cognitive,g,0.892824594,No,No,DNAm,Model 3 Lifestyle (n=709)
HGF,g,0.07336832,0.041945242,0.080757558,0.14569199,cognitive,g,0.541613602,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,g,-0.016797731,0.038927075,0.666240865,0.141759375,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
OSM,g,0.089586261,0.038486734,0.020245921,0.148893532,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,g,0.058890185,0.040458765,0.146017023,0.144408243,cognitive,g,0.645857541,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,g,0.040851842,0.040911157,0.318399721,0.142872888,cognitive,g,0.739639814,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,g,0.013159158,0.044608383,0.768097392,0.141622973,cognitive,g,0.954066515,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,g,-0.006886557,0.042172909,0.870340307,0.141539951,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,g,-0.005698461,0.037216384,0.878355522,0.141535521,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,g,0.053091998,0.041707287,0.203503826,0.143726894,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,g,-0.003551798,0.039188494,0.927812739,0.141514568,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,g,0.00281619,0.038100491,0.941101867,0.141510784,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,g,0.04453371,0.038719735,0.250520493,0.143319399,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,g,-0.065880498,0.051172464,0.198424925,0.143777543,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,g,-0.000995879,0.038582434,0.979415757,0.141504184,cognitive,g,0.979415757,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,g,0.066587486,0.037785187,0.078514208,0.145754746,cognitive,g,0.541613602,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,g,0.018915817,0.038370932,0.622205397,0.141837486,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,g,0.001143643,0.040382291,0.977415655,0.141504371,cognitive,g,0.979415757,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,g,-0.002220889,0.039023564,0.95463393,0.141507723,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,g,-0.017071732,0.039647686,0.666918227,0.14175827,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,g,-0.039810862,0.039912185,0.318927259,0.142869908,cognitive,g,0.739639814,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,g,0.020971867,0.045999101,0.648606805,0.141789148,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,g,0.031236021,0.039477444,0.429106244,0.14236373,cognitive,g,0.833265192,No,No,DNAm,Model 3 Lifestyle (n=709)
