"","DNAm","metric","estimate","std.error","p.value","r2","modality","brain_metric","pFDR","significance","FDR_significance","omic_type","model"
"303","PIGR","matrix_reasoning",-0.108009126605875,0.0368557856250959,0.00349276722440896,0.0455588614657319,"cognitive","matrix reasoning",0.115206058884717,"Yes","No","protein","Model 1 (n=709)"
"304","S100A9","matrix_reasoning",-0.0853111839297915,0.0373566607068423,0.0226865296269084,0.0410194582817294,"cognitive","matrix reasoning",0.191804295936589,"Yes","No","protein","Model 1 (n=709)"
"305","SERPIND1","matrix_reasoning",-0.108867591605355,0.0375742666606981,0.00387957859623207,0.0452997062140437,"cognitive","matrix reasoning",0.115206058884717,"Yes","No","protein","Model 1 (n=709)"
"306","VEGFA","matrix_reasoning",-0.0752694807049592,0.0369748252191619,0.0421548933222385,0.0395688174118106,"cognitive","matrix reasoning",0.301569621459091,"Yes","No","protein","Model 1 (n=709)"
"307","IGFBP4","global.cerebral.wm",-0.0568135500733107,0.0272032102471926,0.0371183313035116,0.521323159485792,"global","global white matter",0.756246102003913,"Yes","No","DNAm","Model 1 (n=709)"
"308","PIGR","global.cerebral.wm",-0.0568001460519733,0.0266295473073732,0.0332775578111476,0.521452034504537,"global","global white matter",0.756246102003913,"Yes","No","DNAm","Model 1 (n=709)"
"309","SERPIND1","global.cerebral.wm",-0.0574223407941041,0.0281342812491583,0.0416282257983806,0.521188545783065,"global","global white matter",0.756246102003913,"Yes","No","DNAm","Model 1 (n=709)"
"310","ESM1","global.cerebral.wm",0.0765876705862651,0.0267252207988988,0.00428637802070932,0.523951819333,"global","global white matter",0.467215204257316,"Yes","No","DNAm","Model 1 (n=709)"
"311","ICAM5","global.cerebral.wm",-0.0591510214681315,0.0268962149512232,0.0281910128383867,0.521648876131969,"global","global white matter",0.756246102003913,"Yes","No","DNAm","Model 1 (n=709)"
"312","SEMA3E","global.cerebral.wm",0.0609471466346719,0.0266566589045528,0.0225331090963376,0.521916674572823,"global","global white matter",0.756246102003913,"Yes","No","DNAm","Model 1 (n=709)"
"313","GDF.8","global.total.gm",0.070842046644415,0.021993195805826,0.00133665019295429,0.68552118486247,"global","global grey matter",0.00971299140213453,"Yes","Yes","DNAm","Model 1 (n=709)"
"314","GZMA_olink","global.total.gm",0.0486827271257972,0.0215296192188237,0.0240557873433199,0.683154023238248,"global","global grey matter",0.0936457435864952,"Yes","No","DNAm","Model 1 (n=709)"
"315","NTRK3_olink","global.total.gm",0.073438472657849,0.0219240837569349,0.000852842123672069,0.685897942734801,"global","global grey matter",0.00715075319078889,"Yes","Yes","DNAm","Model 1 (n=709)"
"316","SKR3","global.total.gm",-0.0747564316785144,0.0215968306387667,0.000570189300622076,0.686236685735026,"global","global grey matter",0.00621506337678063,"Yes","Yes","DNAm","Model 1 (n=709)"
"317","FGF.21","global.total.gm",-0.0583149310707346,0.0217793234558946,0.00759193053388105,0.684083177246869,"global","global grey matter",0.0435496080116917,"Yes","Yes","DNAm","Model 1 (n=709)"
"318","HGF","global.total.gm",-0.0563558986302424,0.0218057522612033,0.00995648650321784,0.683862333733513,"global","global grey matter",0.0471850882109019,"Yes","Yes","DNAm","Model 1 (n=709)"
"319","MMP.1_olink","global.total.gm",-0.046663203244091,0.0221846711865841,0.0357903134391389,0.682841575018137,"global","global grey matter",0.127308850944702,"Yes","No","DNAm","Model 1 (n=709)"
"320","TGF.alpha","global.total.gm",-0.0533961493174158,0.021876155007824,0.014902197766187,0.683536377374935,"global","global grey matter",0.065101816038298,"Yes","No","DNAm","Model 1 (n=709)"
"321","VEGFA","global.total.gm",-0.0837976320748217,0.0217360449714919,0.000126356230554336,0.687511988421762,"global","global grey matter",0.00275456582608452,"Yes","Yes","DNAm","Model 1 (n=709)"
"322","MMP9","global.total.gm",-0.0582763322816721,0.0219070856541511,0.00799075376361315,0.684041380325706,"global","global grey matter",0.0435496080116917,"Yes","Yes","DNAm","Model 1 (n=709)"
"323","NTRK3","global.total.gm",0.095739493647217,0.0218234661908017,1.32784255482819e-05,0.689432223204885,"global","global grey matter",0.000542794111454394,"Yes","Yes","DNAm","Model 1 (n=709)"
"324","IGFBP4","global.total.gm",-0.0923581806559482,0.0218678538876795,2.72640004909416e-05,0.688817897813558,"global","global grey matter",0.000742944013378159,"Yes","Yes","DNAm","Model 1 (n=709)"
"325","MRC2","global.total.gm",0.0530037696382408,0.0217217924154658,0.0149316091830959,0.683534791955491,"global","global grey matter",0.065101816038298,"Yes","No","DNAm","Model 1 (n=709)"
"326","CCL18","global.total.gm",-0.0672042038775423,0.0285595697201436,0.0188945450734593,0.683346148213718,"global","global grey matter",0.0792117466541179,"Yes","No","DNAm","Model 1 (n=709)"
"327","RARRES2","global.total.gm",-0.0777676236128932,0.0231881420274904,0.000840518932283989,0.685910170673285,"global","global grey matter",0.00715075319078889,"Yes","Yes","DNAm","Model 1 (n=709)"
"328","GNLY","global.total.gm",0.048783637209033,0.0232450633800686,0.036207104397117,0.682832545434562,"global","global grey matter",0.127308850944702,"Yes","No","DNAm","Model 1 (n=709)"
"329","PIGR","global.total.gm",-0.0929772749538573,0.0213222700962829,1.49392874712219e-05,0.689331533577899,"global","global grey matter",0.000542794111454394,"Yes","Yes","DNAm","Model 1 (n=709)"
"330","CNTN4","global.total.gm",0.0792827000424014,0.0222195624645446,0.000384256104844747,0.686569668272341,"global","global grey matter",0.00522179868372977,"Yes","Yes","DNAm","Model 1 (n=709)"
"331","SERPIND1","global.total.gm",-0.0769473155484693,0.022668265172302,0.000726667701689282,0.686032528046624,"global","global grey matter",0.00715075319078889,"Yes","Yes","DNAm","Model 1 (n=709)"
"332","THBS2","global.total.gm",-0.0804785487426144,0.0227426108466864,0.000428962608437539,0.686476723164359,"global","global grey matter",0.00522179868372977,"Yes","Yes","DNAm","Model 1 (n=709)"
"333","CCL17","global.total.gm",-0.0557241348462423,0.0214124595678765,0.0094545150050308,0.68390437148782,"global","global grey matter",0.0468428243431071,"Yes","Yes","DNAm","Model 1 (n=709)"
"334","CRP","global.total.gm",-0.0675731647943289,0.0225701884209455,0.00285215625657084,0.684889552871736,"global","global grey matter",0.0194303144978889,"Yes","Yes","DNAm","Model 1 (n=709)"
"335","MMP12","global.total.gm",-0.111171022728178,0.031428252163584,0.000431157689482275,0.686472414301319,"global","global grey matter",0.00522179868372977,"Yes","Yes","DNAm","Model 1 (n=709)"
"336","NCAM1","global.total.gm",0.105871270870998,0.0220326505016429,1.89582246581781e-06,0.691097121059128,"global","global grey matter",0.000206644648774141,"Yes","Yes","DNAm","Model 1 (n=709)"
"337","SLITRK5","global.total.gm",0.0531532774158306,0.0252800616435423,0.0358623687997277,0.682840006147966,"global","global grey matter",0.127308850944702,"Yes","No","DNAm","Model 1 (n=709)"
"338","SELL","global.total.gm",0.0663335291499883,0.025307920218281,0.00895767597424835,0.68394828792642,"global","global grey matter",0.0464946038663367,"Yes","Yes","DNAm","Model 1 (n=709)"
"339","MMP1","global.total.gm",-0.0512168152053306,0.0223537041546833,0.0222506269308617,0.683215912453729,"global","global grey matter",0.0898266050171823,"Yes","No","DNAm","Model 1 (n=709)"
"340","GP1BA","global.total.gm",0.0452310030611976,0.0217411501940852,0.0378521378103854,0.682797936614803,"global","global grey matter",0.128933844416625,"Yes","No","DNAm","Model 1 (n=709)"
"341","PRSS2","global.total.gm",-0.0632953649885238,0.0223173930441124,0.00469920887067988,0.684476706765092,"global","global grey matter",0.0301302215825945,"Yes","Yes","DNAm","Model 1 (n=709)"
"342","NOTCH1","global.total.gm",0.075080819879922,0.0230512806985001,0.00118025748266191,0.685625365888828,"global","global grey matter",0.00918914754358197,"Yes","Yes","DNAm","Model 1 (n=709)"
"343","ICAM5","global.total.gm",-0.0594125247727689,0.0217678630551429,0.00650636652033141,0.684209396602982,"global","global grey matter",0.0393996639286736,"Yes","Yes","DNAm","Model 1 (n=709)"
"344","SEMA3E","global.total.gm",0.0816653444763138,0.0214774134304342,0.000155924314696136,0.687333461391247,"global","global grey matter",0.00283262505031314,"Yes","Yes","DNAm","Model 1 (n=709)"
"345","GZMA_olink","global.wbv",0.0496515356091055,0.0229707210587756,0.0309968975324248,0.640815015191491,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"346","NTRK3_olink","global.wbv",0.0465787373253968,0.0235060839726445,0.0479225860950173,0.640431316287491,"global","total brain volume",0.274924309702994,"Yes","No","DNAm","Model 1 (n=709)"
"347","SKR3","global.wbv",-0.0546295325699755,0.0231404297689994,0.0185119517716446,0.641277698325239,"global","total brain volume",0.201780274310926,"Yes","No","DNAm","Model 1 (n=709)"
"348","FGF.21","global.wbv",-0.0492697791689131,0.0232744654537271,0.0346233259272321,0.640716864946601,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"349","VEGFA","global.wbv",-0.063254259655738,0.0233072351384515,0.00681403399571859,0.642194307425816,"global","total brain volume",0.0970526354353,"Yes","No","DNAm","Model 1 (n=709)"
"350","MMP9","global.wbv",-0.0504397915413267,0.0234067284666576,0.0315108789052943,0.640800397590633,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"351","NTRK3","global.wbv",0.063358860286659,0.0234745567331035,0.00712312920626055,0.642153188923782,"global","total brain volume",0.0970526354353,"Yes","No","DNAm","Model 1 (n=709)"
"352","IGFBP4","global.wbv",-0.0801580588683551,0.0234252958869565,0.000658424243854282,0.644396626984416,"global","total brain volume",0.0472682973655178,"Yes","Yes","DNAm","Model 1 (n=709)"
"353","RARRES2","global.wbv",-0.0524389772662497,0.024852482701727,0.0352148681524534,0.640701877120562,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"354","PIGR","global.wbv",-0.0723388383974428,0.0228876325024435,0.00164285087511135,0.643527974540135,"global","total brain volume",0.0472682973655178,"Yes","Yes","DNAm","Model 1 (n=709)"
"355","CNTN4","global.wbv",0.0592820043252784,0.0238096637510708,0.0130134133018005,0.641598384178882,"global","total brain volume",0.157606894432917,"Yes","No","DNAm","Model 1 (n=709)"
"356","SERPIND1","global.wbv",-0.0654626133238607,0.0242508653236592,0.00711574296939865,0.642154150131131,"global","total brain volume",0.0970526354353,"Yes","No","DNAm","Model 1 (n=709)"
"357","ESM1","global.wbv",0.0490575579684276,0.0231814369302593,0.0346795540868707,0.640715428855579,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"358","MMP12","global.wbv",-0.0715934213216243,0.033712828735357,0.0340546182931104,0.640731528207209,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"359","NCAM1","global.wbv",0.0759572837041379,0.0237130948497299,0.00142132338772407,0.643665100065154,"global","total brain volume",0.0472682973655178,"Yes","Yes","DNAm","Model 1 (n=709)"
"360","PRSS2","global.wbv",-0.0504630641669992,0.0238645105098412,0.0348229604649017,0.640711777164716,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"361","NOTCH1","global.wbv",0.0551466885922189,0.0246850877126535,0.0258002875360144,0.640978757307164,"global","total brain volume",0.213245590478746,"Yes","No","DNAm","Model 1 (n=709)"
"362","ICAM5","global.wbv",-0.0664955703654228,0.0232049862822147,0.00428850465752963,0.642625418440321,"global","total brain volume",0.093489401534146,"Yes","No","DNAm","Model 1 (n=709)"
"363","SEMA3E","global.wbv",0.0722672551465022,0.0229820414199211,0.00173461641708322,0.643476570601531,"global","total brain volume",0.0472682973655178,"Yes","Yes","DNAm","Model 1 (n=709)"
"364","SKR3","global_cortical_surface_area",-0.0584528717397004,0.0254961034982082,0.0221682294504973,0.564039213268408,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"365","VEGFA","global_cortical_surface_area",-0.0659743833304019,0.0256881603984606,0.0104285339398716,0.564873029085452,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"366","IGFBP4","global_cortical_surface_area",-0.0719968113228341,0.0258769701275706,0.00554460645976699,0.565582997561827,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"367","RARRES2","global_cortical_surface_area",-0.0582007388279648,0.0273749008640723,0.0338504777294286,0.563579882023885,"cortical","global cortical surface area",0.461212759063464,"Yes","No","DNAm","Model 1 (n=709)"
"368","PIGR","global_cortical_surface_area",-0.0619480734735255,0.025283538802422,0.0145261955192751,0.564504477271092,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"369","CCL17","global_cortical_surface_area",-0.0585686582965547,0.025182254860756,0.0203169591822382,0.564134705481173,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"370","ICAM5","global_cortical_surface_area",-0.0586663621607018,0.0256155937301012,0.0223053789723753,0.564032469759786,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"371","SEMA3E","global_cortical_surface_area",0.0571356049331524,0.0254031433380018,0.0248154016842823,0.563916101993473,"cortical","global cortical surface area",0.386411254798111,"Yes","No","DNAm","Model 1 (n=709)"
"372","GDF.8","global_cortical_thickness",0.118755142124858,0.0323591906097991,0.000261250833775531,0.319838586839548,"cortical","global cortical thickness",0.00949211362717764,"Yes","Yes","DNAm","Model 1 (n=709)"
"373","N.CDase","global_cortical_thickness",0.0820724327598623,0.0317254599447854,0.00988503911327043,0.313261277552515,"cortical","global cortical thickness",0.048975875606658,"Yes","Yes","DNAm","Model 1 (n=709)"
"374","NTRK3_olink","global_cortical_thickness",0.101073378635355,0.0323618941658395,0.00186322083888896,0.316249402428953,"cortical","global cortical thickness",0.0173885791870432,"Yes","Yes","DNAm","Model 1 (n=709)"
"375","SKR3","global_cortical_thickness",-0.0660483994428508,0.0320214174812561,0.0395191623964863,0.310863582717074,"cortical","global cortical thickness",0.143586290040567,"Yes","No","DNAm","Model 1 (n=709)"
"376","CXCL10_olink","global_cortical_thickness",0.084262561357569,0.0325688693410563,0.0098778333956563,0.313262564279971,"cortical","global cortical thickness",0.048975875606658,"Yes","Yes","DNAm","Model 1 (n=709)"
"377","CXCL11_olink","global_cortical_thickness",0.0757191996270599,0.0315877344921359,0.0167885108864688,0.312332639998488,"cortical","global cortical thickness",0.067775840245374,"Yes","No","DNAm","Model 1 (n=709)"
"378","FGF.21","global_cortical_thickness",-0.0871612696571597,0.0321102323061642,0.00680372979185924,0.313923008632805,"cortical","global cortical thickness",0.0390319235427714,"Yes","Yes","DNAm","Model 1 (n=709)"
"379","HGF","global_cortical_thickness",-0.0702859450219287,0.032197768377739,0.0293742734013317,0.311367340590079,"cortical","global cortical thickness",0.110406751749833,"Yes","No","DNAm","Model 1 (n=709)"
"380","MMP.1_olink","global_cortical_thickness",-0.104641193076375,0.0325753212197301,0.00137767587684713,0.316797179550145,"cortical","global cortical thickness",0.016685185619593,"Yes","Yes","DNAm","Model 1 (n=709)"
"381","TGF.alpha","global_cortical_thickness",-0.0887209050677316,0.0322202036501916,0.00604897038578345,0.314132301353381,"cortical","global cortical thickness",0.036629876225022,"Yes","Yes","DNAm","Model 1 (n=709)"
"382","VEGFA","global_cortical_thickness",-0.0788253802749467,0.0322538654467238,0.0147772155942028,0.31255520358502,"cortical","global cortical thickness",0.067775840245374,"Yes","No","DNAm","Model 1 (n=709)"
"383","NTRK3","global_cortical_thickness",0.146975226118359,0.032142426038463,5.70322339148467e-06,0.326917628897125,"cortical","global cortical thickness",0.000310825674835915,"Yes","Yes","DNAm","Model 1 (n=709)"
"384","BCAM","global_cortical_thickness",-0.0761064835184622,0.0316014660825703,0.016285787862611,0.312385592152892,"cortical","global cortical thickness",0.067775840245374,"Yes","No","DNAm","Model 1 (n=709)"
"385","CD209","global_cortical_thickness",0.0697769081770373,0.034893035245937,0.04591794549308,0.31061132591757,"cortical","global cortical thickness",0.161453421249862,"Yes","No","DNAm","Model 1 (n=709)"
"386","RARRES2","global_cortical_thickness",-0.0790490567460699,0.0343372707093687,0.0216226723721976,0.311893767644025,"cortical","global cortical thickness",0.0841739745917694,"Yes","No","DNAm","Model 1 (n=709)"
"387","IDUA","global_cortical_thickness",-0.0620689838230919,0.0315846212019114,0.0497936238744662,0.31047591296977,"cortical","global cortical thickness",0.169609531322401,"Yes","No","DNAm","Model 1 (n=709)"
"388","PIGR","global_cortical_thickness",-0.101846666308985,0.0316332762035613,0.00134348402168601,0.316842853115862,"cortical","global cortical thickness",0.016685185619593,"Yes","Yes","DNAm","Model 1 (n=709)"
"389","CNTN4","global_cortical_thickness",0.100170645041536,0.032843734811913,0.00237619887720234,0.315809456917901,"cortical","global cortical thickness",0.0199235136626965,"Yes","Yes","DNAm","Model 1 (n=709)"
"390","SERPIND1","global_cortical_thickness",-0.104757791349393,0.033466501040522,0.00181995521677751,0.316291968657732,"cortical","global cortical thickness",0.0173885791870432,"Yes","Yes","DNAm","Model 1 (n=709)"
"391","THBS2","global_cortical_thickness",-0.104675647162053,0.0336022891484318,0.00191433899306898,0.316200379976728,"cortical","global cortical thickness",0.0173885791870432,"Yes","Yes","DNAm","Model 1 (n=709)"
"392","LTA.LTB","global_cortical_thickness",0.110854640467617,0.0457607744631357,0.0156699267014504,0.312452800768048,"cortical","global cortical thickness",0.067775840245374,"Yes","No","DNAm","Model 1 (n=709)"
"393","MMP2","global_cortical_thickness",0.120709882586082,0.0349721045916113,0.000591042938877033,0.318340676198806,"cortical","global cortical thickness",0.0107372800562661,"Yes","Yes","DNAm","Model 1 (n=709)"
"394","CRP","global_cortical_thickness",-0.0981293609086362,0.0332874292474287,0.00330639104352909,0.315213922784088,"cortical","global cortical thickness",0.0257426159817622,"Yes","Yes","DNAm","Model 1 (n=709)"
"395","MMP12","global_cortical_thickness",-0.135713311855162,0.0464739005037175,0.00361144315494908,0.315055276448114,"cortical","global cortical thickness",0.02624315359263,"Yes","Yes","DNAm","Model 1 (n=709)"
"396","NCAM1","global_cortical_thickness",0.157581888141337,0.0324781119354674,1.51076655018382e-06,0.32938696585397,"cortical","global cortical thickness",0.000164673553970036,"Yes","Yes","DNAm","Model 1 (n=709)"
"397","SLITRK5","global_cortical_thickness",0.128474903620764,0.0370759896293636,0.00056248445042735,0.318431321617845,"cortical","global cortical thickness",0.0107372800562661,"Yes","Yes","DNAm","Model 1 (n=709)"
"398","SELL","global_cortical_thickness",0.104666167660928,0.0372910929879801,0.00514503284495254,0.314421111571066,"cortical","global cortical thickness",0.0329887400058722,"Yes","Yes","DNAm","Model 1 (n=709)"
"399","MMP1","global_cortical_thickness",-0.113727859138803,0.0328033230397261,0.000558829075182857,0.318443257129083,"cortical","global cortical thickness",0.0107372800562661,"Yes","Yes","DNAm","Model 1 (n=709)"
"400","PRSS2","global_cortical_thickness",-0.0926372596489588,0.0329110310084979,0.00501943105566406,0.314465281970951,"cortical","global cortical thickness",0.0329887400058722,"Yes","Yes","DNAm","Model 1 (n=709)"
"401","NOTCH1","global_cortical_thickness",0.11280367872208,0.0339804406524449,0.000948377757708881,0.317476879168144,"cortical","global cortical thickness",0.0147675965128954,"Yes","Yes","DNAm","Model 1 (n=709)"
"402","OMD","global_cortical_thickness",0.0854986191680317,0.0356133488038685,0.0166239037337461,0.31234979649125,"cortical","global cortical thickness",0.067775840245374,"Yes","No","DNAm","Model 1 (n=709)"
"403","SEMA3E","global_cortical_thickness",0.0851386176128635,0.0318341645149056,0.00766161953102841,0.313712101974801,"cortical","global cortical thickness",0.0417558264441048,"Yes","Yes","DNAm","Model 1 (n=709)"
"404","GDF.8","global_cortical_volume",0.0909924178775922,0.0235596382560311,0.000122874142076185,0.638787227539567,"cortical","global cortical volume",0.00334832037157604,"Yes","Yes","DNAm","Model 1 (n=709)"
"405","NTRK3_olink","global_cortical_volume",0.08351068033374,0.0235383897114198,0.000414541283875464,0.637596382983407,"cortical","global cortical volume",0.0050205555491584,"Yes","Yes","DNAm","Model 1 (n=709)"
"406","SKR3","global_cortical_volume",-0.0776248813786741,0.0232228043506674,0.000874469409740163,0.636869610797423,"cortical","global cortical volume",0.00733208966628291,"Yes","Yes","DNAm","Model 1 (n=709)"
"407","FGF.21","global_cortical_volume",-0.0558902960528422,0.0234303483105168,0.017328809919926,0.634023986101883,"cortical","global cortical volume",0.0755536112508773,"Yes","No","DNAm","Model 1 (n=709)"
"408","HGF","global_cortical_volume",-0.0644912790613752,0.0234189197778702,0.00604474778547756,0.635011682916187,"cortical","global cortical volume",0.0360524602617625,"Yes","Yes","DNAm","Model 1 (n=709)"
"409","MMP.1_olink","global_cortical_volume",-0.0568606217243608,0.0238195193876984,0.0172465992838581,0.634028388136297,"cortical","global cortical volume",0.0755536112508773,"Yes","No","DNAm","Model 1 (n=709)"
"410","TGF.alpha","global_cortical_volume",-0.0645538863027022,0.0234828732410463,0.00613362021881904,0.634997844828659,"cortical","global cortical volume",0.0360524602617625,"Yes","Yes","DNAm","Model 1 (n=709)"
"411","VEGFA","global_cortical_volume",-0.0887893221999008,0.0233660913786121,0.000157448675479985,0.638543861980949,"cortical","global cortical volume",0.00343238112546368,"Yes","Yes","DNAm","Model 1 (n=709)"
"412","MMP9","global_cortical_volume",-0.0630094314998281,0.0235414569129969,0.00761451556850392,0.634793231120629,"cortical","global cortical volume",0.0414991098483464,"Yes","Yes","DNAm","Model 1 (n=709)"
"413","NTRK3","global_cortical_volume",0.104568788670165,0.0234423496034799,9.52868055447863e-06,0.64130744739604,"cortical","global cortical volume",0.000519313090219085,"Yes","Yes","DNAm","Model 1 (n=709)"
"414","IGFBP4","global_cortical_volume",-0.0808462227188049,0.0236021832333316,0.000650112543903343,0.637157802405546,"cortical","global cortical volume",0.00590518894045537,"Yes","Yes","DNAm","Model 1 (n=709)"
"415","MRC2","global_cortical_volume",0.0535588102565643,0.0233553985785274,0.0221341048079287,0.633798288843093,"cortical","global cortical volume",0.0927929778486244,"Yes","No","DNAm","Model 1 (n=709)"
"416","CCL18","global_cortical_volume",-0.0635330167311372,0.0307198378589513,0.0389965156863435,0.633283506565834,"cortical","global cortical volume",0.136830129702275,"Yes","No","DNAm","Model 1 (n=709)"
"417","RARRES2","global_cortical_volume",-0.0857430550604363,0.0249090217226436,0.000611509111815509,0.637217388561646,"cortical","global cortical volume",0.00590518894045537,"Yes","Yes","DNAm","Model 1 (n=709)"
"418","ADAMTS13","global_cortical_volume",0.0494258003776398,0.0240415161689517,0.0401703133070899,0.633256884819716,"cortical","global cortical volume",0.136830129702275,"Yes","No","DNAm","Model 1 (n=709)"
"419","PIGR","global_cortical_volume",-0.098854301269302,0.0229210986967075,1.84570119253941e-05,0.64065442187421,"cortical","global cortical volume",0.000670604766622653,"Yes","Yes","DNAm","Model 1 (n=709)"
"420","CNTN4","global_cortical_volume",0.0827928995803763,0.0238909460588698,0.000561923778111836,0.637299744007773,"cortical","global cortical volume",0.00590518894045537,"Yes","Yes","DNAm","Model 1 (n=709)"
"421","SERPIND1","global_cortical_volume",-0.0806823673069776,0.0243706552016805,0.000979013585194938,0.636760016025182,"cortical","global cortical volume",0.00762232005616059,"Yes","Yes","DNAm","Model 1 (n=709)"
"422","THBS2","global_cortical_volume",-0.0889625551812747,0.0244280376001063,0.000290872008985757,0.637942574586754,"cortical","global cortical volume",0.00452929271134964,"Yes","Yes","DNAm","Model 1 (n=709)"
"423","CCL17","global_cortical_volume",-0.0634219245827854,0.0229977049635843,0.00597318361629715,0.635022977333268,"cortical","global cortical volume",0.0360524602617625,"Yes","Yes","DNAm","Model 1 (n=709)"
"424","CRP","global_cortical_volume",-0.0626540221165142,0.0242955477212251,0.0101184371852936,0.634525592203737,"cortical","global cortical volume",0.0501322569635002,"Yes","No","DNAm","Model 1 (n=709)"
"425","MMP12","global_cortical_volume",-0.121710957464567,0.0337635324482535,0.000334748559320407,0.63780520471905,"cortical","global cortical volume",0.00456094912074055,"Yes","Yes","DNAm","Model 1 (n=709)"
"426","NCAM1","global_cortical_volume",0.110090950427329,0.0237029589536907,4.0762936576768e-06,0.64214693285939,"cortical","global cortical volume",0.000444316008686771,"Yes","Yes","DNAm","Model 1 (n=709)"
"427","SLITRK5","global_cortical_volume",0.0618672310205165,0.0271527888247052,0.023000711074913,0.633763034102447,"cortical","global cortical volume",0.0928547224876119,"Yes","No","DNAm","Model 1 (n=709)"
"428","SELL","global_cortical_volume",0.0664245159053809,0.0272154356548172,0.0149081387274534,0.634163557461413,"cortical","global cortical volume",0.0706516139692355,"Yes","No","DNAm","Model 1 (n=709)"
"429","MMP1","global_cortical_volume",-0.0538616911379719,0.0240267442462788,0.0252934501509622,0.633676009419498,"cortical","global cortical volume",0.0950684850501683,"Yes","No","DNAm","Model 1 (n=709)"
"430","GP1BA","global_cortical_volume",0.0507364126952349,0.0233580780966797,0.0301849120415426,0.633514890797993,"cortical","global cortical volume",0.109671847084271,"Yes","No","DNAm","Model 1 (n=709)"
"431","PRSS2","global_cortical_volume",-0.0629667524462997,0.0240037516684617,0.0089019937711315,0.63464597004745,"cortical","global cortical volume",0.0462055867168254,"Yes","Yes","DNAm","Model 1 (n=709)"
"432","NOTCH1","global_cortical_volume",0.073698524903772,0.0248039172103838,0.00306846007094618,0.635658137073184,"cortical","global cortical volume",0.0222974765155423,"Yes","Yes","DNAm","Model 1 (n=709)"
"433","ICAM5","global_cortical_volume",-0.0641163069747518,0.0233922515249411,0.00628437380709621,0.634974831648886,"cortical","global cortical volume",0.0360524602617625,"Yes","Yes","DNAm","Model 1 (n=709)"
"434","OMD","global_cortical_volume",0.0584234619212298,0.0259684417802892,0.0247750232719528,0.633694951459746,"cortical","global cortical volume",0.0950684850501683,"Yes","No","DNAm","Model 1 (n=709)"
"435","SEMA3E","global_cortical_volume",0.0861380624023215,0.0230899883551609,0.000206686350986511,0.638277079111994,"cortical","global cortical volume",0.00375480204292162,"Yes","Yes","DNAm","Model 1 (n=709)"
"436","FGF.21","global_subcortical_volume",-0.0569521066683079,0.0267151238873788,0.0333749811859135,0.532093986721752,"subcortical","global subcortical volume",0.454734118658072,"Yes","No","DNAm","Model 1 (n=709)"
"437","IGFBP4","global_subcortical_volume",-0.102317124110007,0.0269972407605992,0.000163933815638885,0.538644426270756,"subcortical","global subcortical volume",0.0178687859046384,"Yes","Yes","DNAm","Model 1 (n=709)"
"438","VCAM1","global_subcortical_volume",0.0772703092730336,0.031827748812089,0.0154480323371254,0.533005189232514,"subcortical","global subcortical volume",0.264026366547152,"Yes","No","DNAm","Model 1 (n=709)"
"439","ACY1","global_subcortical_volume",-0.0811731240216814,0.0330966682977628,0.0144301227167338,0.533086885583477,"subcortical","global subcortical volume",0.264026366547152,"Yes","No","DNAm","Model 1 (n=709)"
"440","ESM1","global_subcortical_volume",0.0677347283569525,0.0265470392819457,0.0109415761667543,0.533420057024592,"subcortical","global subcortical volume",0.264026366547152,"Yes","No","DNAm","Model 1 (n=709)"
"441","CXCL10","global_subcortical_volume",-0.0704941771417594,0.0294523390131161,0.016955821704863,0.532893820103476,"subcortical","global subcortical volume",0.264026366547152,"Yes","No","DNAm","Model 1 (n=709)"
"442","CRP","global_subcortical_volume",-0.0668336492746198,0.027890090242472,0.0168269124319397,0.532902935374019,"subcortical","global subcortical volume",0.264026366547152,"Yes","No","DNAm","Model 1 (n=709)"
"443","NCAM1","global_subcortical_volume",0.0788302280352991,0.0271693016538618,0.0038333016621653,0.534700358812992,"subcortical","global subcortical volume",0.208914940588009,"Yes","No","DNAm","Model 1 (n=709)"
"444","PRSS2","global_subcortical_volume",-0.0560280872852759,0.0273658346120211,0.0410012404246306,0.531855047746005,"subcortical","global subcortical volume",0.496570578476081,"Yes","No","DNAm","Model 1 (n=709)"
